annual_income,loan_amount,loan_term_months,credit_score,autopay_enrolled,target
80838.53,54128.23,36,692,yes,0
83614.37,75370.22,84,683,yes,1
60759.79,56581.48,36,739,no,1
73928.11,50070.65,36,700,no,1
68228.4,22536.19,72,510,no,1
99007.46,72676.85,72,673,no,1
67455.71,21500.47,24,568,yes,0
103095.05,29477.03,36,569,no,0
40808.46,21653.17,24,405,no,1
95315.79,27826.88,36,573,yes,0
114773.98,70527.96,36,838,yes,1
29055.89,16941.13,84,458,no,1
56022.54,14318.48,48,458,yes,0
39270.96,11324.68,84,525,yes,0
73924.84,61112.94,24,651,no,0
88016.94,81032.56,48,770,yes,1
112624.42,87504.51,48,665,no,0
98253.38,59636.48,24,745,no,0
106046.39,83471.31,36,753,yes,1
29998.91,18286.56,48,428,yes,1
26354.17,15167.52,24,510,no,1
90505.98,83390.14,72,843,yes,0
44186.13,33538.45,72,647,no,0
81901.98,63723.95,60,704,no,1
57627.76,26252.83,36,510,yes,1
102534.94,68042.76,48,634,yes,0
97186.88,73641.71,24,753,yes,1
45491.67,24710.02,48,513,no,1
83668.72,64045.0,36,799,yes,0
113743.03,42602.25,24,564,yes,0
28039.18,12942.96,36,604,no,0
110760.32,53075.14,60,746,yes,0
78311.55,66807.86,24,707,yes,1
63985.59,17822.85,24,545,no,1
77151.59,33406.8,36,449,no,1
105156.11,89260.55,48,830,yes,1
29829.08,5915.27,36,570,yes,1
102152.51,48227.62,36,542,yes,1
78928.67,76807.98,24,726,no,1
86335.16,55920.4,24,796,yes,0
90859.97,72090.04,60,722,yes,0
89582.36,49593.38,60,640,yes,0
117735.38,79936.67,36,751,yes,0
118488.99,72202.89,24,743,yes,0
76530.6,35085.16,24,542,no,1
82021.56,56046.81,72,672,yes,0
45380.72,25213.4,84,501,no,0
59380.59,59298.23,36,670,yes,0
66141.5,50923.47,72,735,no,0
83428.91,66688.48,24,702,yes,0
36682.34,29257.73,36,617,no,0
96095.74,81209.08,72,809,yes,0
79376.66,75578.84,24,749,no,1
36111.84,16918.07,24,451,no,0
90369.03,64498.22,36,604,no,0
67743.84,15014.23,72,520,yes,1
66448.81,63842.26,48,669,yes,0
96864.27,57898.69,36,725,yes,1
68024.0,45528.09,24,647,no,0
44281.01,29977.49,36,606,no,0
35729.91,9336.87,48,343,no,1
25305.43,8682.33,36,571,no,1
91992.39,70949.27,24,614,no,0
89098.6,67258.59,60,771,no,0
68742.11,45630.53,60,708,yes,0
73676.74,20953.4,48,432,no,0
94423.16,62844.46,36,827,yes,1
28860.59,12620.03,72,623,no,1
103821.6,61170.79,36,828,yes,0
78850.9,18721.84,48,523,yes,0
41863.73,17288.59,84,376,no,1
87796.95,43749.94,36,665,yes,0
80579.17,26221.34,48,600,yes,0
69163.7,23757.6,72,523,no,1
72573.44,38270.16,72,635,yes,1
76068.07,38843.04,24,491,yes,1
110182.01,47496.63,36,566,yes,1
94590.8,79883.31,36,769,yes,0
35401.62,10360.34,48,382,no,0
45677.14,30035.74,24,621,yes,0
94870.27,64450.89,60,763,yes,1
63235.9,19648.35,84,434,no,1
91203.73,33061.74,24,505,no,0
103091.85,65982.3,36,818,yes,0
70757.89,72526.54,48,730,no,0
43585.82,24253.81,84,362,no,1
106044.36,76251.5,36,818,no,0
45296.93,17425.13,36,442,yes,0
59031.7,15872.17,48,412,yes,0
111737.08,89799.68,72,674,yes,1
59911.59,26626.26,48,626,no,0
111401.55,66016.25,60,543,yes,1
39108.89,8163.14,24,590,no,0
110578.62,64717.34,24,819,yes,0
67163.83,40322.93,60,732,yes,0
91838.59,33587.49,84,534,yes,1
32178.56,15503.14,24,643,yes,0
100485.94,55690.06,72,591,yes,1
53511.81,40201.29,24,737,yes,1
73256.96,46032.76,24,614,yes,0
84928.44,55935.46,60,810,yes,0
88552.98,77846.04,84,701,yes,1
84480.01,49419.92,36,700,yes,0
54789.85,26230.84,24,428,no,0
27898.84,10895.69,24,483,yes,0
119385.51,85208.71,72,836,yes,0
101704.74,67027.95,24,841,no,0
46672.57,17677.77,48,552,yes,1
30317.72,8580.57,36,555,no,1
84470.63,71254.08,24,771,yes,0
60308.49,37539.95,36,435,yes,0
69445.54,44674.33,24,734,yes,0
85437.65,81404.99,48,807,yes,0
61480.99,19399.54,36,634,yes,0
116120.8,74649.74,36,720,no,0
101052.8,66049.94,24,720,yes,0
54805.26,43882.67,24,702,yes,1
109139.11,56478.37,24,610,no,1
56799.3,26812.74,84,737,no,1
75609.55,27261.93,48,508,yes,0
85052.63,65487.97,24,650,yes,1
60424.62,36096.79,60,592,yes,1
47273.87,14437.91,84,316,yes,1
118612.28,74836.97,48,768,yes,0
57937.98,31429.63,24,616,no,1
57108.82,29654.48,24,544,yes,1
112096.5,77593.75,36,664,yes,0
107119.78,37754.93,84,581,yes,1
74408.76,29642.65,36,678,yes,0
93665.63,23762.59,36,596,yes,0
67840.89,35390.71,36,649,yes,0
27977.75,6805.67,36,338,no,0
110734.78,84717.69,24,751,yes,1
94643.54,83706.35,36,806,yes,0
109681.28,33975.99,36,510,yes,1
102759.8,58011.39,48,712,no,0
117011.92,82867.51,36,812,yes,1
77754.75,23040.93,36,569,no,1
109916.36,36555.81,24,531,yes,0
94106.67,39468.53,48,604,no,0
80075.72,43308.83,24,667,yes,0
105832.05,84270.45,24,784,yes,0
102965.83,82349.02,60,735,no,1
91059.84,38983.05,24,536,no,0
86692.28,80450.05,36,795,yes,0
35237.69,16397.8,60,378,yes,1
112248.05,57435.52,72,629,yes,1
94106.17,79987.34,36,740,yes,1
99108.24,66556.35,24,766,yes,1
86455.88,86057.35,60,722,yes,0
72897.54,89897.67,24,713,no,1
87961.19,55688.7,48,675,no,0
90129.64,60592.85,60,847,yes,0
88714.62,40147.14,48,607,yes,0
70433.03,22322.02,24,507,no,1
35817.32,13140.58,24,346,no,0
57586.49,24450.31,36,439,no,1
54531.0,43155.84,24,745,yes,0
107370.15,69001.07,36,660,yes,0
61880.62,22935.58,36,643,no,0
103278.8,61405.16,36,677,yes,0
46769.12,22514.81,24,475,yes,1
114019.0,85623.34,24,836,yes,0
66475.92,40541.94,24,741,yes,0
76258.66,30501.48,60,477,yes,0
85001.76,41500.45,24,561,no,0
100186.49,76781.2,36,638,yes,1
118251.57,63969.54,24,680,yes,1
44090.12,11106.07,60,580,no,1
67020.19,40997.58,36,447,no,0
86936.15,54123.69,36,734,yes,1
74625.68,40498.16,48,551,yes,1
84749.14,50656.57,72,734,no,0
46212.53,18403.76,36,534,yes,0
103567.89,82647.61,24,749,no,1
98022.13,25212.29,36,517,no,1
99099.44,38574.69,24,516,no,1
77090.68,48975.99,24,545,yes,1
93434.6,65010.88,36,608,no,0
31485.72,16071.67,60,499,yes,1
75234.05,43431.75,36,592,yes,0
112310.39,48041.48,84,538,yes,1
44935.05,17040.96,36,386,yes,0
39478.08,12199.11,24,598,yes,0
73581.71,34631.47,24,462,no,1
52471.68,29717.94,24,521,yes,0
116159.28,47452.57,24,693,yes,1
89285.55,82720.99,24,828,yes,0
54386.2,18190.3,36,542,yes,0
117349.44,87921.1,24,659,yes,0
102568.41,55621.67,60,684,yes,0
71142.89,38835.22,84,638,no,0
53745.81,25070.42,36,667,no,1
96451.25,47416.65,36,722,yes,0
66138.2,69407.8,36,650,yes,0
118417.94,79012.92,36,796,yes,0
53443.49,20065.7,36,589,no,0
51031.94,20975.15,24,604,no,1
64567.95,27835.01,60,518,no,1
65332.14,60288.37,36,656,yes,1
86671.45,70735.54,60,810,yes,0
96269.97,33722.54,84,579,no,1
68861.84,17102.36,36,540,yes,0
44112.18,21604.1,60,418,yes,1
107849.08,55059.71,48,664,yes,0
39045.83,8814.9,24,528,yes,0
84538.76,82061.34,72,715,yes,1
103019.61,85432.57,24,769,yes,1
53938.81,14872.84,24,584,yes,0
55037.5,26590.17,24,708,yes,0
102511.26,87619.29,60,791,yes,0
80833.66,88387.39,24,816,no,0
91022.03,66694.29,48,835,yes,0
109125.1,80119.33,48,667,no,1
107074.65,61495.69,84,566,no,1
112176.86,60377.84,24,607,yes,0
99469.22,38419.57,24,512,yes,1
47478.44,18450.65,36,487,yes,1
58571.0,35728.29,36,692,no,1
73019.8,46021.76,48,608,yes,0
92029.16,51700.43,48,792,yes,0
93937.79,87483.3,36,759,no,1
40807.44,17652.62,36,616,yes,0
99182.29,48260.06,48,704,yes,0
31935.23,12669.88,84,415,no,1
75956.35,20069.04,24,579,no,1
27565.75,15545.42,24,316,no,1
41387.91,22143.04,60,527,no,1
73922.89,39777.02,36,667,yes,0
31536.91,15610.89,48,556,yes,0
37742.54,8832.22,36,517,no,0
118162.8,68531.31,36,594,yes,1
74412.43,37978.68,84,439,no,1
78411.83,43067.62,36,620,yes,0
108728.06,85767.32,24,619,yes,0
83463.09,61738.96,60,677,yes,0
35676.5,10776.7,36,368,no,0
117663.01,65490.73,48,771,yes,0
65117.63,18556.78,60,584,no,0
119505.42,43172.98,24,525,yes,1
108222.76,61210.74,24,818,yes,1
48215.15,22932.94,36,599,no,0
69806.39,40164.06,36,461,no,1
29950.62,15389.71,36,346,no,1
63546.83,30641.16,84,573,no,1
112790.08,48026.85,36,568,no,0
70375.06,45553.86,72,686,yes,1
65612.39,48579.84,72,722,yes,1
85135.81,56742.24,24,748,no,0
99837.95,72802.63,24,773,yes,0
111646.98,82574.93,24,845,yes,0
101455.39,69992.64,60,788,yes,0
96807.58,72288.88,24,753,yes,0
30283.43,13629.59,36,472,no,0
81793.37,72835.12,36,656,yes,0
46363.02,32572.65,84,623,no,1
66595.34,38379.92,60,609,yes,1
41769.83,22019.91,72,375,no,1
82574.74,59998.97,24,788,yes,1
83514.59,73105.72,36,731,yes,0
80672.23,26185.55,48,640,yes,0
115508.67,34023.88,72,516,no,1
78097.05,42529.82,24,609,yes,0
100421.85,71717.48,60,819,yes,0
73878.61,30663.01,36,483,no,0
117322.38,82109.11,72,607,yes,0
102473.1,57130.6,36,618,yes,0
62018.6,85559.26,48,714,yes,0
97680.13,52806.43,36,668,yes,0
88804.49,67585.62,48,762,no,0
100306.53,60865.44,24,810,no,0
54478.27,25402.86,72,518,yes,1
54284.51,27599.16,72,551,no,1
96883.62,62922.26,60,820,yes,0
47557.35,22025.18,24,543,yes,1
89755.32,60113.87,24,766,yes,0
54842.22,30920.39,72,685,yes,1
63569.03,28036.85,60,469,no,0
65649.83,33732.73,36,736,yes,0
88860.61,43353.47,84,703,yes,1
104137.76,89314.88,24,789,yes,1
71844.93,47797.43,36,631,no,0
114367.5,72440.46,36,818,no,1
102960.81,46975.63,36,686,yes,0
113973.56,78331.89,72,702,yes,1
37655.77,10956.15,24,414,no,1
98473.75,46871.81,48,744,yes,0
109516.18,73308.51,36,710,yes,0
85255.33,76162.34,36,796,yes,0
31795.29,22231.95,60,619,yes,0
59048.52,14510.39,36,540,no,1
96610.22,21910.72,48,511,yes,1
101498.35,60753.34,36,784,yes,0
83725.59,33001.67,60,637,yes,0
83189.53,48331.38,24,731,yes,0
61778.72,18008.92,48,633,yes,1
93412.42,71402.27,48,676,yes,0
73006.72,34298.21,24,529,yes,0
78880.15,41119.33,60,718,yes,0
44068.66,11876.29,36,426,yes,1
81672.87,39378.41,36,557,yes,1
76177.12,28036.99,60,628,yes,0
61805.68,33133.39,48,608,yes,0
88589.16,75815.57,72,818,yes,0
58220.41,15060.11,36,424,no,0
86828.29,64291.8,72,604,yes,1
75682.36,52140.43,60,730,yes,0
114875.98,56808.86,60,698,no,1
57627.76,26252.83,36,510,yes,0
94323.15,68967.77,36,613,yes,0
27507.78,13250.0,60,603,yes,0
31811.38,14375.34,24,328,no,0
75314.5,56006.46,36,607,no,0
111520.68,67283.29,84,652,yes,1
39220.66,13459.69,24,416,no,0
101456.5,89619.17,60,698,yes,0
104150.76,67040.05,36,836,yes,0
67222.52,58365.66,72,747,yes,0
106949.43,59895.71,24,711,yes,0
115347.55,81663.75,24,793,yes,1
85278.51,52198.76,48,626,yes,0
55089.19,38090.95,36,653,no,1
45453.9,33856.71,24,606,no,0
94734.1,55684.66,24,646,yes,0
98749.43,38802.69,36,651,yes,0
101021.69,81189.19,72,724,yes,0
104341.09,68175.18,24,813,yes,0
75979.82,47955.3,24,465,no,0
79464.91,27863.47,48,635,no,0
88703.53,69470.48,24,764,yes,0
32604.3,23038.62,72,606,no,1
100365.27,77701.26,36,832,yes,0
96697.56,89620.69,36,688,no,1
50605.97,20739.67,60,594,yes,1
78562.6,38702.49,36,638,yes,0
83783.51,69115.18,36,824,yes,1
61165.08,22513.97,36,604,yes,1
58109.6,28519.06,24,739,no,1
44384.64,16271.55,84,626,yes,0
117326.6,88432.76,60,751,no,0
88102.56,49555.04,48,655,no,0
99366.51,52208.18,36,585,yes,0
69225.84,15879.33,36,519,no,1
102685.03,50588.91,60,528,yes,1
40066.67,12532.13,24,482,yes,0
112986.17,45107.25,84,673,yes,1
51642.7,10726.75,60,571,yes,1
68564.66,16983.83,72,430,no,0
67866.33,38278.42,84,542,no,1
46571.52,13079.34,24,528,yes,1
102764.26,68840.71,60,684,no,0
65947.58,65358.01,36,696,yes,1
61930.5,28480.37,84,545,yes,1
67217.48,64618.54,24,709,yes,0
108578.04,64638.82,60,791,no,1
70319.92,38277.85,72,635,yes,1
43144.41,13169.44,60,361,yes,1
98106.49,64706.45,24,645,no,1
78702.06,31301.71,24,640,yes,0
82643.06,34593.83,72,502,yes,1
78839.19,45329.68,24,499,yes,0
50333.92,27475.85,36,615,yes,0
61268.59,32902.09,36,451,yes,1
40835.16,15779.56,84,335,no,0
101771.7,59878.59,72,660,no,1
75859.45,77205.78,24,743,yes,1
110228.32,29222.66,48,648,yes,1
39243.04,11392.19,24,616,no,1
51122.9,14294.15,24,424,yes,0
93156.42,73952.09,36,749,no,1
119188.61,25517.98,60,517,no,1
83891.7,33731.4,24,617,no,0
79852.51,44130.67,24,618,yes,0
90705.92,60250.65,36,813,yes,0
109881.68,67575.07,24,757,yes,0
74447.72,30317.38,24,406,no,0
51888.78,60203.08,60,724,yes,0
95305.57,64978.05,36,743,yes,1
47811.76,14944.83,36,325,no,1
107315.63,50126.09,48,690,yes,0
116180.74,82457.35,24,727,no,0
102640.45,84976.01,60,630,yes,0
61587.32,26632.75,36,517,yes,1
29995.03,23220.09,60,607,yes,0
49998.81,21907.65,36,309,no,0
65503.19,82076.02,60,721,yes,0
28349.85,14367.09,48,540,yes,1
68666.84,53655.21,60,717,no,0
73575.4,16135.73,24,597,yes,1
54631.36,19493.1,36,565,yes,0
86826.15,52655.5,24,536,yes,0
101273.35,50487.72,60,562,yes,0
83111.45,26831.56,24,646,no,1
115590.44,70766.48,60,779,yes,1
112591.43,72021.89,48,700,yes,1
48216.81,23331.93,72,391,yes,1
32596.23,14561.43,36,605,no,0
119900.44,77408.83,60,723,yes,0
58651.55,39184.42,60,648,no,0
38120.4,10704.09,48,313,yes,0
71368.2,84800.76,48,710,no,0
32820.6,12765.89,48,503,yes,0
84953.95,85715.86,24,719,yes,0
97113.33,69453.0,36,802,yes,0
79608.61,75298.72,60,729,yes,1
79581.53,61767.34,48,738,yes,0
69476.12,43075.31,48,603,yes,0
106049.37,36048.74,36,637,yes,0
60371.89,25371.62,24,581,no,1
112901.25,87805.46,60,814,yes,0
26536.49,12295.45,36,502,yes,1
115825.69,69774.63,60,785,no,1
48458.36,28412.68,24,632,no,0
73182.43,83326.79,48,666,no,1
40005.13,9691.84,36,456,no,0
43675.64,25434.94,48,364,no,0
116565.5,74027.3,24,772,no,0
118441.14,67433.53,24,640,yes,0
104995.83,65329.78,48,695,no,0
104997.17,67517.62,48,685,yes,0
108716.96,89008.31,24,833,yes,0
107280.12,61316.23,48,785,yes,0
85212.0,49791.84,48,732,yes,1
61778.85,21950.24,60,501,yes,1
80198.34,40434.03,48,530,no,1
109841.25,38960.33,84,591,no,0
63725.69,49016.89,36,664,yes,0
98457.75,72044.03,72,764,no,0
65799.87,65688.74,72,665,no,1
66480.42,38483.72,48,497,yes,0
46881.99,23848.37,24,318,no,0
98570.07,53432.67,36,766,no,1
73928.11,50070.65,36,700,no,0
50320.88,26562.47,24,481,no,1
108367.87,82967.76,60,732,yes,0
25931.71,12985.64,24,543,yes,1
99195.83,49671.61,24,717,no,0
62686.53,63743.49,24,743,yes,1
97383.88,54821.77,24,676,no,1
114012.22,88646.77,36,609,yes,0
60175.46,21266.27,36,454,no,0
32065.8,7972.41,24,427,no,0
73165.14,60853.73,36,630,yes,1
86527.12,65507.84,24,606,yes,0
32458.3,19881.52,48,531,yes,1
102531.3,63446.18,24,795,yes,0
111400.62,65435.9,24,506,no,0
29939.04,11314.72,36,328,no,1
94953.15,49191.09,24,525,no,1
111456.6,77872.91,84,750,yes,1
26297.76,11669.34,24,617,yes,1
88342.37,77060.52,24,833,yes,1
81080.18,57855.63,84,736,yes,0
92217.95,53792.15,48,633,no,0
89034.26,65872.24,24,633,yes,0
73763.45,56534.97,36,643,yes,1
93651.38,57986.54,60,819,yes,1
85205.58,47735.81,36,660,yes,0
62660.34,49329.78,48,743,no,0
61638.29,12837.77,36,415,no,1
30886.24,12844.36,36,643,yes,0
79015.55,29005.86,24,592,yes,1
61379.05,21872.36,36,534,yes,1
119451.82,40566.83,24,517,yes,1
112950.54,61716.5,48,784,no,0
74826.29,69186.92,84,707,yes,0
37463.14,8941.72,24,489,no,0
79439.27,42950.95,36,422,no,1
67602.58,69109.99,24,654,yes,0
70010.5,43430.17,24,461,no,1
78420.15,18836.96,36,421,yes,0
63550.38,42051.13,48,699,yes,1
101209.55,85567.19,48,721,yes,1
91252.65,55964.6,24,833,yes,1
33571.74,15213.98,36,354,yes,1
46446.39,22086.16,24,436,no,0
85630.02,64679.18,24,809,no,0
81968.83,76855.42,36,822,yes,1
68375.24,66667.66,48,659,yes,0
102325.01,78496.79,36,650,yes,0
42709.7,16625.49,48,375,no,0
114262.4,64759.07,36,652,yes,1
109674.13,75180.8,24,706,yes,0
26400.63,8675.37,24,547,yes,0
119074.58,25066.31,24,542,yes,1
60777.9,36244.27,36,597,yes,0
53301.03,30973.57,36,558,no,0
69577.18,88129.59,60,728,yes,1
74184.75,38841.83,24,416,yes,1
99085.95,76494.4,24,667,yes,0
89268.78,84848.16,84,833,yes,1
106717.46,28062.28,24,625,no,1
72971.78,36675.42,48,570,no,0
55491.19,13476.54,36,505,yes,0
33712.99,13197.14,36,497,yes,1
109467.34,42532.84,84,574,no,1
95039.01,74461.14,24,738,yes,1
84384.32,88566.13,48,715,no,0
53615.24,26661.79,24,559,yes,0
80758.12,30579.21,48,550,no,0
54863.74,20394.61,24,461,no,0
67873.11,25716.42,24,411,no,0
78629.18,47766.84,48,670,yes,1
117602.66,41807.95,48,550,yes,1
41273.57,22531.5,48,553,yes,1
91461.89,52013.75,48,631,no,0
106014.75,88664.27,84,667,yes,1
107696.61,69287.14,24,764,yes,1
92040.93,50335.93,60,715,yes,0
89264.03,72938.63,60,782,yes,0
73349.95,33222.6,48,612,no,0
112000.3,23092.96,48,519,no,1
35094.82,16078.64,48,549,yes,0
33084.76,11931.37,48,376,no,1
73079.49,21386.84,24,611,no,0
58255.84,54379.42,24,657,no,1
35770.35,9224.63,36,347,no,1
111580.1,49971.72,24,573,yes,1
114723.51,72712.07,36,699,yes,0
116223.65,32816.67,48,630,yes,0
96602.56,64980.57,24,820,yes,1
111110.05,44903.9,24,643,no,0
91007.29,65727.81,36,832,yes,1
61786.75,60788.87,36,678,yes,0
66503.59,42031.23,72,444,yes,1
90228.07,51160.71,72,757,yes,1
90315.28,27027.49,72,568,no,1
105614.96,76889.01,60,633,no,1
115154.72,56110.15,84,599,no,1
70776.25,21726.56,72,511,yes,1
70708.45,24672.54,60,613,yes,1
109760.03,52880.68,48,643,yes,1
28582.73,13620.36,24,433,no,1
51795.59,24942.44,24,510,no,1
31667.3,14594.02,24,523,no,0
41269.88,18426.19,36,300,yes,1
82957.11,49053.78,24,620,yes,1
103461.2,66878.55,24,727,yes,0
88697.83,35401.34,48,510,yes,1
102456.09,34544.89,36,583,yes,0
99580.32,69711.99,48,652,yes,0
48251.87,17924.12,72,404,no,1
97746.96,64521.96,24,809,no,1
70258.83,39781.56,24,460,yes,1
68020.49,37576.79,48,405,no,1
106710.79,89468.94,24,791,no,0
58237.82,50273.45,36,658,yes,0
65294.38,31377.39,48,748,yes,0
112074.84,72070.47,72,666,yes,1
109501.0,62923.5,60,757,yes,0
94131.11,89953.48,24,798,yes,1
94400.47,68841.17,84,635,no,0
94089.5,62898.07,60,675,no,1
85920.52,89769.42,36,816,no,0
26706.75,15825.42,24,379,no,0
45343.66,20612.47,60,361,no,1
88843.5,81057.32,36,799,yes,0
106550.84,66032.02,36,576,no,1
109417.8,40266.21,36,618,no,0
80364.29,80333.16,72,736,yes,1
97432.9,88921.12,36,716,yes,0
81368.3,73568.97,24,712,yes,1
91017.96,63394.16,72,826,yes,0
44138.77,15833.29,24,608,yes,1
47065.01,11011.62,36,406,yes,0
52527.8,34390.42,24,618,no,0
44531.63,11974.04,24,482,no,1
58885.61,28821.06,24,525,yes,0
54724.3,39571.8,24,665,no,1
48102.41,31002.7,72,622,yes,1
35129.97,15215.74,24,591,yes,0
97088.44,35979.8,60,586,yes,0
82495.62,59571.71,24,777,yes,1
96943.42,45277.43,24,665,yes,1
57902.66,51508.83,48,694,yes,0
82072.04,75125.17,36,847,yes,0
60599.42,47051.84,24,664,yes,1
108357.13,63465.81,36,785,yes,0
118164.21,44655.92,24,653,no,1
29941.28,12584.64,24,497,yes,0
35845.94,9571.1,48,511,yes,1
36421.89,20230.39,36,570,no,0
62524.9,49860.69,36,745,no,0
99559.0,86274.53,24,680,no,0
62294.71,69530.14,48,734,yes,0
36403.53,8319.81,48,438,yes,0
65742.82,36827.35,36,537,no,0
93886.84,60660.58,24,757,yes,0
102784.44,52974.71,60,657,yes,0
91316.31,88863.57,36,843,yes,0
71260.96,33035.98,24,550,yes,1
65582.8,29433.38,24,457,no,0
79642.03,36512.97,24,721,yes,0
79760.3,23737.6,60,620,no,0
103608.08,81630.01,36,665,yes,0
72321.22,44684.15,24,622,yes,0
71287.29,17687.55,36,509,no,0
69185.61,29892.43,60,559,yes,1
61552.81,21221.09,24,530,no,0
54122.5,46250.06,60,667,yes,0
34733.09,17885.15,36,591,no,0
92588.61,61503.73,24,841,yes,0
65997.8,24500.42,24,414,yes,0
57373.35,41155.93,36,720,no,0
74176.74,50081.63,60,657,no,1
107462.79,40602.26,72,694,yes,0
33217.28,17025.08,36,332,yes,0
59979.05,30387.16,36,519,no,1
45083.17,19262.13,60,460,yes,1
62804.68,23154.28,24,566,yes,1
106364.28,85473.55,60,743,yes,0
112440.5,78789.18,24,794,no,1
81788.59,74652.11,72,835,yes,0
100417.04,89004.59,60,775,yes,0
108929.19,75255.79,48,670,yes,0
115131.04,70961.18,84,806,yes,1
92395.66,19217.59,24,574,yes,0
58607.76,17016.01,36,446,no,1
86496.38,80715.13,60,775,yes,0
116929.39,70581.18,24,651,yes,0
44279.31,15145.72,36,386,no,0
26704.28,16484.39,60,316,yes,1
102425.31,59156.46,48,654,yes,0
30946.29,11392.81,24,438,yes,1
80990.97,66610.21,48,627,yes,0
45790.58,13521.82,36,564,no,1
84219.61,59617.06,24,673,yes,0
31129.77,13333.96,60,416,no,1
75644.7,29541.12,36,640,no,0
35106.93,17948.21,36,371,yes,0
55581.73,23155.59,36,569,no,0
53713.73,13624.22,36,474,no,1
71277.74,59272.25,60,602,yes,0
116143.4,44756.8,24,697,yes,0
79617.65,49341.59,48,706,yes,1
71572.88,25256.83,24,418,no,0
108276.01,50824.56,36,646,no,0
112656.59,64642.18,24,678,yes,0
80644.41,42691.72,36,558,yes,1
36145.61,13043.67,84,523,yes,1
112715.96,81925.16,24,644,no,1
94320.46,84524.37,60,818,no,0
93985.78,58272.8,48,794,yes,0
67705.45,32722.02,36,540,no,1
88209.52,47678.17,24,664,yes,1
113710.55,89230.4,60,847,yes,0
58165.24,13693.09,36,599,no,1
41088.17,16944.88,24,509,no,1
93953.15,37178.16,36,638,no,1
58273.46,43635.02,36,692,yes,0
112715.61,64072.48,24,777,yes,1
67682.87,19634.95,60,421,yes,1
88137.3,76472.49,24,750,yes,0
73044.45,39541.03,24,504,no,1
50089.62,25217.89,24,498,no,0
37532.97,21402.11,60,367,no,1
95488.92,72947.18,36,720,yes,0
48997.9,19327.39,36,451,no,1
75127.23,16813.53,24,462,no,1
43416.48,25209.41,36,382,no,1
39293.13,15394.88,84,513,no,1
96365.59,22829.28,24,523,yes,0
119941.09,79993.43,36,798,yes,0
57204.62,27024.66,24,659,no,1
88438.5,60581.23,48,833,yes,1
25043.33,13224.88,84,399,no,1
102198.16,67778.21,48,798,yes,0
92354.1,62829.25,60,801,yes,1
41141.64,21267.91,24,581,yes,0
100119.89,29956.08,24,567,yes,0
74174.78,40757.33,84,557,no,0
82173.33,47553.1,24,609,yes,0
85490.08,75676.58,48,688,no,0
39803.18,26027.27,24,625,no,0
61917.73,28395.96,24,689,yes,1
50246.33,27065.21,84,560,yes,1
83728.51,45542.17,24,649,yes,0
68798.46,30505.79,48,435,yes,1
104329.36,66750.15,72,766,yes,0
30299.98,17790.89,48,408,no,1
39685.65,18245.43,24,447,no,1
78374.59,53291.68,48,650,yes,0
74721.38,25918.9,24,479,no,1
44462.95,22113.79,84,349,no,1
49812.42,25708.14,60,492,yes,1
85071.93,44693.07,24,534,yes,0
57815.67,34513.14,48,669,no,0
38140.06,14959.74,24,342,no,1
83230.89,57015.42,84,661,yes,1
53627.61,29455.76,48,400,yes,1
66921.22,23436.82,24,447,yes,0
110982.64,85578.88,36,706,no,1
84692.93,28768.12,24,592,no,1
44795.57,25310.19,72,323,no,1
88338.89,87399.39,48,737,yes,0
90835.8,50282.98,24,541,yes,0
35794.62,15196.56,36,536,no,1
30923.81,10245.26,48,571,yes,1
86692.28,80450.05,36,795,yes,1
33628.47,15802.59,48,422,no,0
38114.01,8664.36,24,377,no,0
106714.72,63877.58,36,735,no,0
48669.88,14384.38,24,319,no,0
71543.66,71867.32,48,724,yes,0
44976.02,24677.28,84,303,no,1
109167.7,81468.01,24,798,yes,0
65197.91,21929.52,24,400,no,0
100483.94,67591.64,36,798,yes,0
44501.17,10644.52,24,315,no,1
72611.76,33240.77,24,547,no,0
37457.41,29948.92,60,608,yes,0
65492.11,36174.87,24,570,yes,0
96753.38,81888.9,60,765,no,0
32977.15,10498.78,36,600,yes,0
93931.35,74549.84,48,711,yes,0
110402.2,44197.02,48,564,no,1
60115.11,21371.66,24,637,yes,0
91938.1,85998.59,72,651,yes,1
114375.93,78294.2,24,722,yes,0
111450.4,27258.12,60,548,yes,1
42410.2,16887.81,24,552,no,1
48867.14,18878.65,24,385,no,1
52623.87,52942.22,24,676,yes,0
94226.03,68294.34,24,754,yes,0
84809.65,42357.9,60,687,yes,0
51882.38,52784.3,60,705,yes,0
116402.48,81866.24,60,816,no,0
81765.31,48583.76,48,680,yes,0
40326.55,9430.7,36,336,no,0
52690.49,50082.74,60,708,yes,0
104076.86,75019.55,48,717,yes,0
94874.19,42177.89,36,604,yes,1
93635.42,35133.25,24,607,yes,1
93504.91,50152.83,48,639,no,0
109467.08,87975.15,24,754,yes,1
111127.01,86160.69,48,654,no,0
34532.76,11685.74,48,324,no,0
25608.76,13109.27,24,479,no,0
84617.8,77299.61,36,750,no,0
56340.58,41703.26,24,700,yes,0
46111.82,24058.56,60,540,no,1
30264.59,16277.44,48,583,yes,0
102880.55,34599.28,84,525,no,1
103253.87,89886.43,48,707,no,0
39540.74,16797.51,24,630,yes,0
41790.92,21730.74,72,634,no,1
114769.65,62016.99,24,659,no,1
47340.39,22241.14,84,356,no,0
61767.86,21025.15,36,486,no,1
103641.7,63573.74,48,807,yes,1
