annual_income,loan_amount,loan_term_months,credit_score,autopay_enrolled,target
98106.49,64706.45,24,645,no,0
119042.08,74125.54,24,783,yes,0
42704.36,22714.97,36,490,yes,0
115952.32,62642.51,36,535,no,0
98205.54,49257.05,24,710,yes,0
35770.35,9224.63,36,347,no,0
42264.61,10428.84,36,323,yes,0
27252.7,14596.38,24,582,yes,0
62281.72,27163.53,60,645,yes,0
100577.14,69383.58,36,779,yes,0
41272.75,15749.79,36,501,yes,0
108885.12,29712.48,24,561,yes,0
88422.25,87513.48,84,785,yes,0
100728.68,57304.65,48,749,yes,0
70518.74,29391.67,24,465,yes,0
53099.69,23074.47,24,558,no,0
106678.56,89895.59,24,794,no,0
79346.57,21240.81,24,545,yes,0
63880.96,37544.29,36,749,yes,0
113756.78,67909.02,36,549,yes,0
39309.05,19914.33,36,340,yes,0
42873.19,18780.58,24,361,no,0
109120.09,65674.69,36,583,yes,0
82045.42,49973.44,24,656,no,0
108167.14,76096.18,36,718,no,0
30823.13,15179.9,24,579,no,0
111262.82,74205.8,36,830,yes,0
77025.58,68980.2,36,664,yes,0
69369.02,30494.96,24,650,no,0
91484.84,26179.69,36,591,yes,0
26663.06,18490.31,24,638,yes,0
63583.69,45117.14,36,696,yes,0
106475.41,84217.6,24,710,yes,0
46292.46,24865.64,36,389,no,0
39445.62,23453.27,48,609,yes,0
102282.39,49803.29,36,697,yes,0
36109.36,11787.93,48,467,no,0
43206.01,15682.57,24,336,yes,0
47015.6,23647.04,24,414,yes,0
25296.32,19413.74,24,641,no,0
57142.57,53298.21,24,744,yes,0
64228.58,36036.06,36,690,yes,0
98549.36,66922.38,48,812,yes,0
52726.07,32507.63,84,428,no,0
70155.05,39252.71,24,426,no,0
27467.23,6989.18,36,488,yes,0
55740.18,20972.95,36,501,yes,0
41325.9,14037.48,48,642,no,0
102668.58,72022.2,24,837,yes,0
36048.22,15704.67,36,361,no,0
44248.27,24008.46,24,375,no,0
54595.49,17367.01,36,566,yes,0
29105.51,11215.15,36,352,no,0
57201.17,19233.38,24,587,no,0
26021.89,8027.47,24,441,no,0
116672.92,89067.14,36,833,yes,0
119065.93,63179.69,24,578,yes,0
96986.16,78931.83,24,824,yes,0
106210.2,53838.15,84,555,yes,0
108768.01,55293.32,24,727,no,0
87366.26,75059.62,36,732,yes,0
52411.27,22827.39,84,439,yes,0
119551.78,77023.43,24,692,yes,0
60081.65,25282.44,24,683,yes,0
47614.18,24661.24,36,325,yes,0
74088.14,42191.02,24,550,yes,0
41238.08,12130.7,84,632,no,0
51336.48,24478.46,84,589,yes,0
37075.93,13019.9,24,587,yes,0
42898.97,22163.41,24,347,no,0
85819.45,24535.14,24,554,yes,0
48992.74,23766.86,48,335,no,0
39990.01,14223.66,24,470,no,0
33478.04,17804.37,24,449,no,0
39754.36,10642.04,72,431,yes,0
101739.44,76032.57,72,835,yes,0
37331.72,19181.58,36,300,yes,0
83374.35,55367.38,36,665,no,0
58584.27,36902.9,24,646,no,0
78908.03,53399.43,36,707,no,0
52396.98,50451.99,36,668,no,0
79015.55,29005.86,24,592,yes,0
30019.19,10393.93,36,593,no,0
39225.08,15479.96,36,303,no,0
112941.99,69208.84,84,538,yes,0
47065.31,11882.99,24,310,no,0
41926.26,14868.37,36,360,yes,0
86678.97,24126.66,24,554,no,0
49843.51,28165.05,84,599,yes,0
116583.16,81681.04,36,680,yes,0
36190.31,16146.51,36,633,yes,0
90764.13,32338.9,24,635,yes,0
66429.3,36219.78,24,446,yes,0
101275.25,44350.62,36,616,yes,0
108497.14,46186.99,72,655,yes,0
89549.83,76746.27,24,780,yes,0
108952.57,70481.51,48,841,yes,0
59782.97,39773.13,24,647,yes,0
91459.41,31310.52,24,634,yes,0
71732.46,71428.47,72,690,yes,0
49410.14,13411.7,24,573,no,0
28412.4,14713.31,24,383,no,0
33744.84,17822.88,24,543,yes,0
89335.85,58566.93,84,606,no,0
59878.46,29774.77,36,518,no,0
100520.74,71178.07,36,809,yes,0
86392.89,80722.93,36,798,yes,0
115575.35,69245.18,24,721,yes,0
115426.94,55761.28,60,667,yes,0
62827.72,21829.25,24,568,yes,0
64974.51,24593.31,36,583,no,0
95311.17,85642.61,36,704,no,0
58977.92,33863.39,24,510,yes,0
72060.47,39535.82,60,709,no,0
92943.32,71005.24,84,744,yes,0
43896.91,19172.07,24,453,yes,0
86220.88,45155.98,24,597,no,0
68299.22,33146.48,24,582,yes,0
49987.51,22133.18,48,449,no,0
60117.35,30680.21,48,577,yes,0
38344.27,10759.17,48,515,no,0
46620.14,18920.39,36,364,no,0
108363.59,66893.28,36,704,no,0
60497.6,63006.7,36,737,no,0
33162.11,11826.53,36,503,no,0
97696.98,28263.4,24,504,yes,0
85118.38,58502.27,36,833,yes,0
98866.23,83607.39,48,613,yes,0
37364.37,12108.21,84,397,yes,0
109147.91,58320.5,24,640,yes,0
92203.17,55692.62,72,581,yes,0
52978.4,19495.23,36,635,no,0
43505.16,32465.64,24,635,no,0
79378.34,74679.09,72,709,yes,0
93736.23,63607.5,36,748,yes,0
107322.65,77700.38,84,780,no,0
117187.95,71117.91,36,765,no,0
61256.19,33820.28,48,451,yes,0
118215.95,54311.61,24,606,no,0
94838.45,31631.79,24,517,no,0
70533.6,32747.63,24,635,yes,0
43069.19,12801.35,24,356,yes,0
28896.36,20729.4,72,607,yes,0
40862.44,23455.16,72,463,no,0
87795.68,84257.88,36,802,yes,0
65501.49,34955.53,24,410,yes,0
86953.98,80923.14,72,849,yes,0
56917.53,21720.9,36,592,yes,0
36378.11,19588.98,36,377,yes,0
26027.7,7986.59,24,413,no,0
41842.46,27039.96,84,629,yes,0
44206.05,9969.55,60,451,no,0
53468.04,19532.81,84,679,yes,0
115029.28,67801.16,48,623,no,0
57893.89,30741.65,48,565,yes,0
76510.41,34858.99,72,511,no,0
117495.21,74806.4,84,554,no,0
80039.09,44315.04,24,626,yes,0
57327.66,40241.44,36,725,yes,0
92161.35,50530.95,36,720,yes,0
48200.93,27193.72,24,420,no,0
102062.06,77166.59,24,832,yes,0
116970.21,62631.19,48,541,yes,0
74828.19,44289.43,36,732,no,0
102852.2,35348.99,36,530,no,0
30336.18,16267.23,24,313,yes,0
45429.12,22559.13,24,579,no,0
39476.17,11171.56,24,329,yes,0
109970.1,70852.15,36,845,yes,0
89838.55,33099.69,36,604,yes,0
95396.52,32187.88,24,515,no,0
65545.44,23639.63,48,549,no,0
26600.69,15710.37,24,324,no,0
113332.73,88393.84,36,829,yes,0
38442.72,14650.92,48,307,no,0
36445.49,11589.48,84,520,no,0
33949.13,11512.21,36,564,yes,0
44178.21,15049.97,24,646,yes,0
57155.57,21086.61,48,548,yes,0
70764.2,40548.79,24,465,yes,0
85839.48,73296.37,36,730,no,0
69193.39,34019.37,24,474,no,0
84082.13,66334.08,72,601,no,0
67073.35,22433.12,36,560,yes,0
101032.68,66192.18,36,772,yes,0
100999.57,61065.66,36,506,no,0
113704.09,66213.97,36,523,yes,0
110662.35,63972.46,24,704,no,0
25029.89,9258.04,24,363,no,0
81576.29,36008.76,36,622,no,0
59304.4,48738.15,24,613,no,0
63498.88,81148.28,24,739,no,0
45754.3,16925.17,84,507,no,0
81493.58,63425.65,24,716,yes,0
111218.93,70313.77,36,662,yes,0
102152.51,48227.62,36,542,yes,0
78436.75,23981.97,36,467,yes,0
80575.18,75975.23,24,836,yes,0
53037.5,20845.24,24,584,yes,0
53914.69,28770.79,72,481,no,0
96549.97,74757.21,60,732,yes,0
52421.67,12006.98,24,580,no,0
69806.39,40164.06,36,461,no,0
70161.85,56278.96,36,700,yes,0
76553.66,51721.56,60,732,no,0
100902.87,86662.28,36,757,yes,0
80975.18,20201.97,36,569,no,0
79049.67,16986.35,48,529,yes,0
71622.3,30578.99,48,640,no,0
111864.52,70469.87,72,828,yes,0
99963.48,76489.08,24,782,yes,0
113508.02,62903.31,24,800,yes,0
103945.81,66348.63,24,808,yes,0
106036.25,59223.63,24,511,no,0
85724.94,45907.03,36,614,yes,0
115488.39,73351.89,84,803,yes,0
106487.47,50070.92,24,714,yes,0
91783.38,84276.61,24,743,yes,0
57435.55,17835.24,24,554,yes,0
118305.32,51689.83,24,525,no,0
34221.88,12335.56,24,465,no,0
68737.35,51356.29,24,639,no,0
112956.89,82755.51,24,638,yes,0
82145.13,54976.69,36,650,no,0
31351.16,17501.32,24,488,no,0
62487.13,34732.18,24,514,no,0
90274.71,33945.63,24,616,no,0
40751.47,19321.97,48,414,no,0
93134.26,51348.75,24,724,yes,0
118538.9,25017.18,24,507,no,0
98215.63,60387.28,36,750,yes,0
67861.59,30702.36,36,524,yes,0
58665.22,12254.48,24,599,yes,0
87083.44,37748.04,36,608,no,0
57363.54,27057.27,36,503,no,0
69630.46,17550.85,60,543,yes,0
72674.91,20657.1,24,622,yes,0
104153.98,57667.17,24,626,yes,0
80532.37,50078.31,24,768,no,0
28247.98,7368.45,24,326,yes,0
100498.54,43804.95,24,578,no,0
33602.21,14252.05,48,547,yes,0
37307.35,14937.77,24,335,no,0
79289.75,43446.91,48,489,no,0
30841.02,16167.18,72,365,yes,0
25939.15,12457.99,60,427,yes,0
40700.74,16851.38,24,406,yes,0
96237.44,88212.86,24,824,yes,0
41209.51,20399.13,24,407,no,0
91346.43,55847.3,36,588,yes,0
107308.58,45296.31,24,600,yes,0
65897.43,22933.73,24,641,yes,0
87252.38,75347.03,24,704,yes,0
110151.61,70463.29,24,753,yes,0
42190.0,12979.27,24,492,yes,0
84069.99,79484.51,24,681,yes,0
79413.77,40574.7,36,418,yes,0
61171.16,19838.85,24,622,yes,0
49964.17,24132.86,84,535,no,0
111650.31,38829.84,24,612,no,0
26400.63,8675.37,24,547,yes,0
96456.99,88033.16,60,663,no,0
87255.66,27092.32,60,544,yes,0
55114.75,24119.39,24,555,yes,0
67050.31,39646.84,36,437,yes,0
25899.46,11376.23,24,557,yes,0
26576.11,9805.45,24,583,no,0
38035.71,19515.68,24,445,yes,0
95054.69,45454.13,24,515,yes,0
42080.42,17746.57,84,515,yes,0
109919.25,44983.58,24,552,no,0
103720.44,27678.05,36,525,no,0
59411.55,32534.1,36,413,no,0
61811.6,35754.02,48,636,yes,0
31629.74,18941.58,24,424,yes,0
100404.76,53522.81,72,567,yes,0
110166.81,65201.35,24,719,yes,0
88331.03,44702.19,24,575,no,0
106685.38,46108.98,36,584,yes,0
51122.9,14294.15,24,424,yes,0
65337.36,32442.4,24,458,yes,0
87840.27,48556.53,24,692,yes,0
110173.43,79749.94,36,806,no,0
65329.17,54858.69,36,656,yes,0
56211.8,14286.47,24,560,no,0
96223.67,23544.52,36,586,no,0
84277.66,88185.67,24,728,yes,0
106969.3,62364.85,36,819,no,0
78901.8,63092.28,24,642,yes,0
56268.47,13200.72,48,566,yes,0
44683.86,23768.7,24,469,yes,0
40698.95,12219.87,24,494,yes,0
42754.23,16016.19,36,542,yes,0
103736.54,68271.78,24,836,no,0
68357.14,27114.38,24,525,no,0
64527.88,21438.91,24,484,yes,0
79134.7,17642.08,24,464,no,0
89272.75,88607.7,24,657,yes,0
95052.41,60735.05,24,712,yes,0
55899.31,19462.76,24,416,yes,0
98606.84,81753.79,36,825,no,0
113193.53,63255.86,84,776,no,0
52514.37,50139.99,24,701,no,0
67595.64,23081.81,36,438,yes,0
71036.2,39203.21,84,441,yes,0
112055.16,68904.97,36,569,no,0
42305.94,25169.69,84,596,no,0
109711.16,37030.92,24,567,yes,0
85239.27,59514.34,36,683,yes,0
73818.37,46851.05,24,439,yes,0
64449.77,36955.94,84,684,yes,0
42088.01,19437.5,24,500,yes,0
111109.41,81738.03,36,691,yes,0
105710.16,86914.81,24,850,yes,0
58707.09,23051.1,24,571,yes,0
75144.26,33196.09,36,429,no,0
87357.71,26827.92,84,526,no,0
27309.67,7662.71,24,494,no,0
35494.0,14081.73,24,486,yes,0
54655.66,28227.11,84,607,no,0
107366.2,57735.19,24,527,yes,0
60009.86,36466.72,36,582,yes,0
90910.08,55346.84,24,801,no,0
87223.73,68400.65,36,781,no,0
84355.01,60999.04,36,642,yes,0
54156.15,43757.49,24,698,yes,0
90331.29,43336.73,36,559,no,0
93060.84,58354.23,36,703,no,0
37458.73,9974.17,24,380,no,0
93753.65,39567.27,24,506,no,0
95986.54,64318.86,48,838,yes,0
99131.17,60209.45,36,688,yes,0
69120.65,33817.04,60,613,no,0
59165.32,30316.88,72,479,yes,0
85296.55,63565.69,36,721,yes,0
110744.88,77621.69,24,847,yes,0
92903.2,54285.32,24,570,yes,0
38399.59,13465.12,24,550,yes,0
87918.19,74370.39,36,805,yes,0
117598.24,49158.02,60,595,no,0
40525.37,15431.06,24,350,yes,0
91674.5,72152.18,24,846,no,0
110682.96,89691.98,36,756,yes,0
81961.77,85245.89,24,809,yes,0
30751.66,15096.78,36,635,no,0
26957.72,7913.97,36,372,no,0
60473.44,48636.4,36,710,yes,0
85469.12,17135.36,36,574,yes,0
92990.9,35457.37,24,523,yes,0
49661.83,23082.55,36,594,no,0
31396.96,10216.39,24,631,no,0
96451.25,47416.65,36,722,yes,0
56129.11,28327.5,36,455,no,0
110793.41,66195.84,36,758,yes,0
69628.65,74279.61,36,692,yes,0
111587.48,77638.83,24,821,yes,0
47711.27,16425.7,48,349,no,0
108801.68,70874.17,24,737,yes,0
101138.77,55051.08,24,709,yes,0
72709.12,30905.63,24,584,yes,0
65884.01,25959.95,36,547,yes,0
60005.55,60407.6,60,668,yes,0
69312.96,23049.14,48,619,yes,0
73992.21,73322.21,36,685,yes,0
85106.08,58836.75,36,798,yes,0
59359.67,24712.83,24,628,no,0
79474.61,21380.96,48,573,yes,0
36911.63,10098.9,24,355,yes,0
30358.27,17601.47,24,358,no,0
94593.68,79022.91,24,789,yes,0
104855.36,62187.69,36,629,yes,0
93383.73,59843.87,24,711,no,0
98505.29,48478.29,84,536,yes,0
68183.73,45424.15,84,739,no,0
40711.52,25357.06,24,334,no,0
79739.8,49689.22,24,590,yes,0
113548.74,69339.64,24,826,no,0
97223.51,80871.2,36,704,no,0
55744.4,20796.51,24,548,yes,0
79984.56,75170.16,84,700,yes,0
54558.85,19049.06,24,440,no,0
44768.22,13009.09,24,377,yes,0
71997.79,44984.23,24,484,yes,0
93829.23,64643.96,36,784,yes,0
33649.63,8700.38,36,576,no,0
74668.94,21501.04,48,514,no,0
42277.62,21988.69,24,414,no,0
49431.0,27436.9,24,503,yes,0
86805.43,85450.28,24,656,yes,0
81240.43,49920.58,24,611,no,0
98704.81,84029.42,24,828,yes,0
30318.75,18491.0,60,550,no,0
84892.12,46361.56,84,597,yes,0
33026.26,15726.52,48,489,yes,0
88724.73,41358.61,24,658,yes,0
72190.1,24747.23,24,647,yes,0
116274.79,59106.79,48,740,yes,0
71622.9,27298.6,24,546,yes,0
103474.55,56493.34,24,702,yes,0
98022.13,25212.29,36,517,no,0
30583.09,15737.12,24,648,yes,0
102028.9,78619.96,24,836,yes,0
64960.87,51631.28,24,721,yes,0
83482.84,69920.25,24,824,no,0
116368.43,88603.45,72,807,no,0
88671.29,27178.3,84,534,no,0
68555.51,60741.33,24,654,yes,0
40427.2,27820.34,24,618,no,0
95533.2,20559.48,24,595,yes,0
43519.99,18020.01,24,489,yes,0
38550.56,18092.88,84,373,no,0
75921.07,22783.28,24,599,yes,0
50515.54,37477.37,24,718,yes,0
78343.37,29401.93,48,672,yes,0
99898.79,76277.8,24,656,no,0
98765.4,80985.08,36,833,yes,0
95553.78,25264.51,24,589,yes,0
76001.78,15649.7,24,470,no,0
104353.66,53911.97,24,578,yes,0
105398.73,33702.0,36,619,no,0
108830.88,60239.0,24,716,yes,0
113533.36,80614.83,24,806,yes,0
49357.52,11799.64,24,412,no,0
101505.13,41758.59,24,519,no,0
106879.18,60563.13,36,576,yes,0
27156.02,12645.31,24,399,no,0
98709.91,52237.13,36,532,no,0
68260.39,27959.22,24,584,yes,0
73018.88,62087.51,36,712,no,0
117777.8,83280.88,24,787,yes,0
39462.56,10084.15,24,395,no,0
110063.53,76991.31,36,689,no,0
86599.25,20194.83,60,510,no,0
79829.4,31211.21,24,604,yes,0
118047.57,70089.12,36,641,yes,0
28037.04,15865.14,24,560,no,0
62073.85,32237.66,84,614,no,0
52100.88,16818.53,36,411,no,0
111796.79,89275.84,24,754,yes,0
66867.48,65189.09,36,712,no,0
74967.24,60242.28,36,632,no,0
77940.86,27937.13,84,697,no,0
84451.79,35885.46,60,617,yes,0
49403.01,21726.73,60,388,yes,0
56855.57,26717.49,36,417,no,0
67769.64,22988.63,36,646,no,0
63088.91,29075.21,60,658,no,0
109321.87,53900.15,24,509,yes,0
65861.61,36448.49,36,710,yes,0
104680.14,68616.64,24,781,yes,0
75789.59,59651.76,36,648,yes,0
72474.36,33248.31,24,561,yes,0
40451.83,22551.45,36,570,no,0
32584.46,15918.71,24,579,no,0
104587.53,34714.15,24,593,yes,0
72530.68,48297.58,36,715,yes,0
32919.15,18151.17,36,563,yes,0
38066.15,24300.72,24,450,no,0
101263.48,83340.5,24,850,yes,0
104054.32,77690.67,24,796,no,0
105906.84,58080.61,36,585,yes,0
51285.51,20353.45,36,594,yes,0
53438.14,11625.83,24,558,yes,0
58836.59,34109.95,24,493,yes,0
80779.22,64520.31,36,844,yes,0
47320.17,21569.39,24,545,no,0
28697.03,17513.23,36,604,no,0
51571.31,16878.83,24,477,no,0
78237.86,17857.24,36,461,no,0
36341.01,8758.91,48,453,yes,0
77925.33,59370.75,72,623,yes,0
91054.74,39747.01,72,576,yes,0
54679.04,27417.51,24,402,no,0
89748.15,46396.52,48,637,yes,0
63500.61,48626.88,24,637,yes,0
77184.93,27640.24,36,519,no,0
57121.35,70376.29,36,705,yes,0
101149.14,56806.21,24,590,yes,0
70830.16,21673.97,24,546,yes,0
90376.94,53185.84,24,664,yes,0
48302.16,13868.81,48,573,no,0
90260.63,40487.18,36,622,yes,0
47560.92,19704.88,24,497,no,0
47753.42,15605.87,36,378,no,0
51442.37,13868.08,84,484,no,0
42131.04,24416.75,24,522,no,0
34078.24,19480.7,36,514,no,0
61185.48,45779.08,48,713,yes,0
49568.89,29864.66,24,544,no,0
76332.64,32492.17,24,587,yes,0
76114.25,86610.47,24,712,no,0
104515.7,41692.02,24,604,yes,0
50731.75,21531.2,60,426,no,0
55739.1,34492.92,24,455,yes,0
81767.02,41750.56,24,576,yes,0
36401.56,19069.05,24,519,yes,0
73123.78,37440.61,36,649,no,0
96138.11,69939.23,24,733,yes,0
93243.55,37770.4,84,574,no,0
117459.47,88939.96,60,657,yes,0
82971.16,67004.26,48,737,yes,0
104851.19,29835.55,60,507,yes,0
106335.24,57594.59,36,774,yes,0
27263.89,7569.06,24,623,yes,0
47282.13,22378.11,36,593,no,0
40232.59,32193.75,36,647,no,0
35998.31,14920.98,24,352,no,0
107745.52,68643.78,36,673,no,0
33559.2,10249.88,72,338,no,0
116511.49,68277.43,36,678,yes,0
58859.0,24831.34,48,456,no,0
91970.84,51254.54,36,709,yes,0
95837.77,37337.37,84,577,no,0
101003.51,42652.95,24,656,yes,0
46849.48,14194.72,36,483,no,0
50692.85,31482.59,24,464,no,0
79644.6,38616.13,36,436,yes,0
48783.47,18823.39,36,519,yes,0
105414.74,65000.1,24,602,yes,0
47944.87,25405.21,48,599,yes,0
110173.87,48093.02,24,509,yes,0
36300.78,19340.2,24,519,yes,0
74142.06,20294.39,24,493,yes,0
40289.28,18667.07,24,587,no,0
96395.5,37335.61,84,502,yes,0
111070.73,80784.55,72,832,yes,0
32390.61,16588.91,36,315,yes,0
49429.88,13260.66,84,579,yes,0
55024.94,25070.34,24,678,no,0
93085.61,50609.61,24,688,yes,0
86495.36,80415.95,48,652,yes,0
29072.58,13814.94,36,380,no,0
106313.73,69070.97,60,755,yes,0
82438.43,86335.47,24,774,yes,0
32087.9,7484.52,36,463,no,0
43946.37,17622.27,48,603,yes,0
82499.3,48828.34,48,637,yes,0
87628.31,54904.59,24,719,yes,0
107529.43,61133.17,24,717,yes,0
58709.02,39400.61,24,740,yes,0
91462.91,22044.82,36,547,yes,0
115679.46,47747.18,36,592,yes,0
67966.42,33157.96,36,608,yes,0
114054.04,84539.64,24,835,yes,0
54805.26,43882.67,24,702,yes,0
68748.55,14731.6,48,517,no,0
118552.64,44011.25,24,514,yes,0
80438.86,54440.06,24,763,yes,0
50434.19,20462.03,72,557,yes,0
77803.93,46093.73,24,478,no,0
88538.75,28114.4,24,615,yes,0
35952.84,16010.35,24,437,no,0
43773.51,24946.46,48,524,yes,0
79674.74,43135.44,24,639,yes,0
106386.14,67540.45,24,710,yes,0
105119.43,53257.41,60,733,no,0
48962.31,12816.92,48,583,no,0
74488.61,25833.23,24,583,no,0
106596.98,89636.01,24,786,no,0
108867.39,88873.08,24,717,no,0
117521.21,65387.31,24,708,yes,0
108457.99,73873.68,36,720,yes,0
37010.58,20801.76,24,363,yes,0
66637.01,36665.93,24,593,no,0
114472.93,72403.61,36,671,yes,0
78787.64,41979.3,60,741,yes,0
45019.96,22248.41,72,487,no,0
26098.06,15103.73,24,459,no,0
107630.59,59418.56,36,720,yes,0
84995.03,29176.72,24,564,no,0
83270.56,44938.86,24,528,no,0
58586.84,72594.68,84,706,yes,0
98561.33,40665.5,36,612,no,0
57825.48,20287.04,24,622,no,0
47367.18,13623.31,24,586,yes,0
96507.97,88863.5,24,785,yes,0
45290.37,16115.79,60,536,yes,0
110143.23,42065.49,36,663,yes,0
60126.15,25908.31,36,437,no,0
81553.0,42071.46,48,513,no,0
109903.05,32812.51,24,605,no,0
115530.97,65220.14,24,840,yes,0
84518.54,80132.85,24,813,yes,0
70191.67,30440.86,48,565,yes,0
93316.59,82695.62,24,839,yes,0
40263.12,19907.65,36,437,yes,0
119353.92,79846.2,48,806,yes,0
66503.59,42031.23,72,444,yes,0
46406.74,14439.06,24,534,no,0
46289.93,16931.74,72,337,no,0
54631.36,19493.1,36,565,yes,0
27185.37,10942.14,48,359,no,0
119456.44,61749.2,48,571,no,0
107286.17,85639.03,36,813,no,0
87420.95,32879.08,36,654,yes,0
25564.5,5935.89,72,415,no,0
51198.09,25241.21,24,443,yes,0
113685.11,48110.78,36,674,no,0
89745.35,51871.26,24,681,yes,0
105736.0,89091.07,36,745,yes,0
81911.76,82666.47,36,791,yes,0
108112.23,82955.59,36,726,yes,0
53792.0,12471.84,48,582,yes,0
72505.59,39064.83,48,411,no,0
59660.69,36359.43,72,738,yes,0
72150.53,58110.81,24,676,yes,0
106148.24,55316.25,60,575,no,0
58368.0,23987.43,24,540,yes,0
91645.24,50655.9,24,636,yes,0
36776.85,22335.54,84,544,yes,0
77244.26,18277.24,24,412,no,0
28527.24,15891.55,84,489,yes,0
113346.2,39273.86,24,537,yes,0
28262.95,15529.97,60,518,no,0
114809.99,78390.03,60,655,no,0
100666.89,38712.29,24,514,yes,0
109396.03,76669.88,24,631,no,0
115932.23,74676.02,36,682,yes,0
39293.13,15394.88,84,513,no,0
99639.38,46889.73,24,546,no,0
59510.67,14612.97,60,549,yes,0
65839.16,38100.55,24,429,yes,0
91309.45,40890.48,24,658,yes,0
29047.79,13821.33,24,497,no,0
104145.34,57662.54,36,768,yes,0
52337.02,21827.14,24,689,no,0
73475.57,40375.84,36,656,no,0
98106.48,44669.36,36,561,no,0
50602.22,30906.05,24,691,yes,0
83103.69,72253.42,24,791,yes,0
107422.99,40516.0,36,629,yes,0
32490.59,9996.61,36,377,yes,0
68027.16,43398.4,36,520,yes,0
31006.05,11651.08,36,607,no,0
79391.54,57907.43,84,702,yes,0
71869.75,59091.23,84,630,yes,0
50769.27,22068.63,24,475,yes,0
57112.35,79251.77,36,728,yes,0
107332.7,82721.84,24,752,yes,0
84386.63,42374.73,24,653,yes,0
46214.9,9738.38,24,418,yes,0
60740.43,19114.79,48,643,no,0
85972.77,38798.49,24,565,yes,0
109754.88,72057.97,24,739,yes,0
100702.89,60813.92,36,794,no,0
30522.22,14963.2,48,464,no,0
53227.85,16534.67,36,555,no,0
114947.47,30575.53,36,523,yes,0
69609.77,26849.51,24,690,yes,0
29206.01,11965.32,24,426,no,0
52255.14,57358.68,24,717,yes,0
43488.32,10935.41,84,468,no,0
60865.48,29698.22,24,722,yes,0
94816.04,60795.47,24,843,yes,0
44414.06,20000.75,24,502,yes,0
105810.18,81076.02,60,607,yes,0
73285.49,38297.79,24,577,yes,0
27939.97,9328.29,36,505,no,0
97241.91,43557.22,24,668,no,0
64116.01,18142.87,60,541,no,0
101979.04,52902.6,24,748,yes,0
30006.11,11290.9,24,370,no,0
32066.05,14023.01,24,341,no,0
68599.47,32562.75,36,743,yes,0
74082.35,28000.25,36,464,yes,0
116410.1,72550.11,24,737,no,0
26070.87,15394.83,24,615,no,0
66174.4,45077.4,24,605,no,0
77757.7,26511.9,36,517,yes,0
82759.75,74158.1,48,834,no,0
99727.75,67398.8,36,652,yes,0
68026.45,41658.27,24,700,no,0
28629.56,7968.06,24,548,no,0
118288.84,86925.46,36,675,no,0
78950.86,58176.89,36,666,yes,0
47990.06,12108.23,36,393,no,0
97493.3,35226.32,84,507,yes,0
61858.48,32333.74,60,569,yes,0
34860.19,19668.16,24,310,no,0
59364.63,32070.57,24,659,yes,0
38500.68,21926.26,36,588,yes,0
80705.53,82528.67,24,721,yes,0
109841.49,81835.91,60,843,yes,0
84394.78,51552.65,72,766,yes,0
59778.15,37237.57,36,627,yes,0
109223.61,52093.96,36,551,yes,0
115083.23,75536.48,24,850,yes,0
25529.4,8840.0,24,515,yes,0
48400.59,12645.21,24,309,no,0
28944.47,8523.0,36,315,no,0
62511.23,32445.27,24,486,no,0
93161.64,63594.59,24,687,no,0
45660.43,13215.51,24,308,no,0
35542.2,10526.85,36,514,no,0
92764.63,23226.31,48,507,yes,0
45591.25,15460.85,36,385,no,0
80534.29,58021.88,72,746,yes,0
93050.45,63209.54,36,761,yes,0
117337.72,68553.86,48,697,no,0
39799.96,13247.07,36,545,yes,0
48972.34,22487.85,36,616,yes,0
107178.32,82637.29,24,728,yes,0
86981.15,54595.25,36,791,yes,0
42718.93,22281.44,24,391,no,0
66634.47,21361.61,36,458,no,0
68564.66,16983.83,72,430,no,0
30199.8,11430.51,24,563,no,0
88874.83,43345.86,36,706,no,0
107687.47,36146.98,36,584,yes,0
75669.01,31511.33,36,628,yes,0
88508.34,85812.88,24,657,yes,0
54406.82,29267.62,24,512,yes,0
50015.07,21639.26,48,450,yes,0
99357.74,53450.51,60,534,no,0
71886.47,63951.79,72,722,yes,0
93722.45,45037.13,24,566,yes,0
29672.45,17563.01,24,439,yes,0
59076.32,46270.98,24,642,yes,0
70202.05,30814.85,24,565,yes,0
102613.18,55890.25,48,518,yes,0
89511.07,72354.02,24,672,no,0
69336.37,87303.74,36,731,yes,0
27454.32,22806.57,24,633,no,0
111567.83,84384.5,24,754,no,0
84196.95,75118.8,24,748,yes,0
42634.14,14742.75,24,401,yes,0
64580.22,24278.46,72,524,no,0
38804.19,15393.71,84,619,no,0
65003.79,16888.4,72,530,yes,0
93501.53,19153.74,72,552,yes,0
30486.64,22328.7,72,602,yes,0
30196.49,12667.75,36,507,yes,0
51247.55,20483.78,84,669,no,0
86009.75,65326.34,60,847,yes,0
93786.97,67133.49,24,754,yes,0
60618.5,53443.06,24,743,yes,0
85809.76,87800.52,24,699,yes,0
66673.03,27786.33,24,590,no,0
115826.3,43127.69,36,651,no,0
69498.94,31699.81,24,471,no,0
36305.34,21128.43,36,553,yes,0
56460.29,20330.1,24,412,no,0
99059.39,59091.51,24,666,yes,0
49091.33,15762.52,24,325,no,0
78223.16,45784.62,24,448,no,0
83695.35,83180.03,36,756,yes,0
107264.09,40040.5,24,617,yes,0
98476.67,37373.98,84,535,no,0
107221.68,26889.7,48,510,yes,0
52385.46,42553.79,36,719,yes,0
